"Make","Model","Price","Year","Kilometer","Engine","Max.Power","Max.Torque","Length","Width","Seating.Capacity","Fuel.Tank.Capacity"
"Hyundai","Creta SX 1.5 Petrol CVT [2020-2022]",1925000,2022,"9355",1497,113,144,"4300",1790,5,50
"Renault","Kwid RXL [2015-2019]",305000,2018,"34800",799,53,72,"3679",1579,5,28
"Nissan","Terrano XL D Plus",385000,2013,"72000",1461,84,200,"4331",1822,5,50
"Skoda","Rapid Elegance 1.6 TDI CR MT",500000,2012,"86288",1598,103,250,"4386",1699,5,55
"Honda","Jazz V Petrol",655000,2017,"24003",1199,89,110,"3955",1694,5,40
"Tata","Nexon XZ Plus Diesel",925000,2017,"28000",1497,108,260,"3994",1811,5,44
"Hyundai","Elite i20 Asta 1.4 CRDI",690000,2017,"65000",1396,89,220,"3985",1734,5,45
"Mahindra","XUV500 W11",1500000,2019,"75000",2179,153,360,"4585",1890,7,70
"Maruti Suzuki","Ertiga ZDi",625000,2015,"45000",1248,89,200,"4265",1695,7,45
"Hyundai","Verna 1.6 CRDI SX (O)",844999,2018,"71000",1582,126,260,"4375",1700,5,43
"Honda","BR-V V CVT Petrol",745000,2018,"54000",1497,117,145,"4453",1735,7,42
"Mahindra","TUV300 T6 Plus AMT",650000,2015,"49776",1493,84,230,"3995",1835,7,60
"Maruti Suzuki","Vitara Brezza VDi (O) [2016-2018]",640000,2017,"61000",1248,89,200,"3995",1790,5,48
"Volvo","V40 D3 R-Design",2050000,2017,"68000",1984,150,350,"4370",1783,5,60
"Maruti Suzuki","Celerio VXi AMT",395000,2014,"47884",998,67,90,"3600",1600,5,35
"Skoda","Octavia 1.8 TSI Style Plus AT [2017]",1390000,2017,"56000",1798,177,250,"4670",1814,5,50
"Hyundai","Xcent S 1.1 CRDi Special Edition",451000,2017,"55000",1120,71,180,"3995",1660,5,43
"Toyota","Innova 2.8 ZX AT 7 STR [2016-2020]",2150000,2017,"45000",2755,172,360,"4735",1830,7,55
"Skoda","Rapid 1.6 MPI Active",880000,2018,"47000",1598,104,153,"4386",1699,5,55
"Hyundai","Verna Fluidic 1.6 VTVT SX Opt AT",1180000,2019,"38000",1591,121,158,"4370",1700,5,43
"Maruti Suzuki","Alto 800 Lxi",285000,2016,"17000",796,47,69,"3395",1490,5,35
"Hyundai","Verna 1.6 CRDI SX",925000,2018,"925000",1582,126,260,"4375",1700,5,43
"Ford","Aspire Titanium1.5 TDCi [2018-2020]",675000,2019,"35000",1498,99,215,"3995",1704,5,40
"MINI","Cooper D 5 Door",2500000,2015,"34303",1496,114,270,"3982",1727,5,44
"Audi","A6 35 TDI Matrix",3675000,2019,"34000",1968,190,400,"4933",1874,5,75
"Hyundai","Alcazar Signature (O) 7 Seater 1.5 Diesel AT",2400000,2022,"8000",1493,113,250,"4500",1790,7,50
"Kia","Seltos HTK 1.5 Diesel [2020-2021]",1300000,2020,"27000",1493,113,250,"4315",1800,5,50
"Hyundai","Grand i10 NIOS Sportz AMT 1.2 Kappa VTVT",825000,2021,"6600",1197,82,114,"3805",1680,5,37
"Toyota","Innova 2.5 GX BS IV 8 STR",899000,2015,"125000",2494,101,200,"4585",1765,8,55
"Maruti Suzuki","Alto 800 VXi",409999,2021,"13424",796,47,69,"3445",1515,5,35
"Maruti Suzuki","Alto 800 Lxi CNG",289000,2015,"78000",796,47,69,"3395",1490,5,35
"Maruti Suzuki","Alto LXi",280000,2011,"69276",998,67,90,"3620",1475,5,35
"Hyundai","Verna SX (O) 1.6 CRDi",811999,2017,"31000",1582,126,260,"4440",1729,5,45
"BMW","5-Series 530d M Sport [2017-2019]",5400000,2017,"33000",2993,261,620,"4936",1868,4,78
"Volkswagen","Polo Highline1.5L (D)",625000,2014,"54000",1498,89,230,"3971",1682,5,45
"Maruti Suzuki","Vitara Brezza ZDi",725000,2017,"75000",1248,89,200,"3995",1790,5,48
"BMW","X3 20d M Sport",4195000,2017,"63651",1995,190,400,"4657",1881,5,67
"Audi","Q3 35 TDI Premium Plus + Sunroof",1450000,2014,"71796",1968,174,380,"4385",1831,5,64
"Nissan","Terrano XE (D)",425000,2014,"74000",1461,84,200,"4331",1822,5,50
"Hyundai","Eon Sportz",250000,2013,"82461",814,55,75,"3495",1550,5,32
"Maruti Suzuki","DZire VDi",800000,2018,"66000",1248,74,190,"3995",1735,5,37
"Mahindra","Scorpio S10",875000,2015,"87000",2179,120,280,"4456",1820,8,60
"Mercedes-Benz","GLA 200 d Sport",2275000,2016,"61109",2143,134,300,"4424",1804,5,50
"Tata","Tiago NRG Petrol",525000,2019,"32000",1199,84,114,"3793",1665,5,35
"Mercedes-Benz","S-Class S 450",20000000,2021,"6600",2996,362,500,"5246",1899,5,80
"Mahindra","Thar LX 4-STR Hard Top Petrol MT",1520000,2021,"14000",1997,150,300,"3985",1820,4,57
"Ford","Endeavour Titanium Plus 3.2 4x4 AT",3300000,2019,"42475",3198,197,470,"4903",1869,7,80
"Maruti Suzuki","Celerio ZXi AMT [2017-2019]",575000,2018,"27239",998,67,90,"3600",1600,5,35
"Chevrolet","Spark LS 1.0 BS-III",190000,2013,"66000",995,62,90,"3495",1495,5,38
"Hyundai","Grand i10 NIOS Sportz 1.2 Kappa VTVT",755000,2022,"2272",1197,82,114,"3805",1680,5,37
"Honda","CR-V 2.0L 2WD AT",1130000,2015,"50000",1997,154,190,"4545",1820,5,58
"Maruti Suzuki","Swift DZire LXI",610000,2017,"38674",1197,83,115,"3995",1695,5,42
"Audi","Q3 35 TDI Premium Plus + Sunroof",1875000,2016,"40000",1968,174,380,"4385",1831,5,64
"Maruti Suzuki","Alto 800 Lxi CNG",480000,2021,"14000",796,47,69,"3395",1490,5,35
"Renault","Kwid 1.0 RXL [2017-2019]",365000,2019,"32000",999,67,91,"3679",1579,5,28
"Ford","Ecosport Titanium+ 1.5L TDCi",745000,2017,"82000",1498,99,205,"3999",1765,5,52
"Mercedes-Benz","B-class B180 Sports",1150000,2013,"52000",1595,120,200,"4359",2010,5,50
"Hyundai","Xcent SX 1.1 CRDi (O)",200000,2014,"56000",1120,71,180,"3995",1660,5,43
"Honda","City VX CVT",775000,2016,"42000",1497,117,145,"4440",1695,5,40
"Hyundai","Creta SX Plus 1.6  Petrol",860000,2016,"57983",1591,122,154,"4270",1780,5,60
"Audi","A3 35 TFSI Premium Plus",2089999,2018,"15600",1395,148,250,"4456",1796,5,50
"Hyundai","Verna 1.6 CRDI SX",1100000,2019,"26000",1582,126,260,"4375",1700,5,43
"Mercedes-Benz","S-Class S 350D [2018-2020]",18500000,2021,"5000",2925,282,600,"5246",1899,5,70
"Maruti Suzuki","Swift DZire VDI",260000,2011,"90000",1248,74,190,"3995",1695,5,42
"Mercedes-Benz","E-Class E 250 CDI Avantgarde",2690000,2016,"43323",2143,204,500,"4879",1854,5,80
"Skoda","Octavia 2.0 TDI L&K",1400000,2020,"94182",1968,141,320,"4670",1814,5,50
"Hyundai","Santro Sportz [2018-2020]",515000,2022,"3395",1086,68,99,"3610",1645,5,35
"Maruti Suzuki","Ertiga VDi",600000,2014,"53213",1248,89,200,"4265",1695,7,45
"Ford","Endeavour Titanium 3.2 4x4 AT",2000000,2017,"93000",3198,197,470,"4892",1860,7,80
"Jaguar","XE Prestige Diesel",2850000,2018,"45000",1999,177,430,"4795",1967,5,56
"Toyota","Fortuner 2.8 4x4 AT [2016-2020]",3200000,2017,"110000",2755,174,450,"4795",1855,7,80
"Toyota","Corolla Altis GL Petrol",1075000,2016,"70000",1798,138,173,"4620",1775,5,55
"Tata","Altroz XT Petrol",575000,2020,"40000",1199,85,113,"3990",1755,5,37
"Volvo","XC40 D4 R-Design",3950000,2018,"52000",1969,190,400,"4425",1863,5,54
"Maruti Suzuki","Ciaz Delta Hybrid 1.5 [2018-2020]",750000,2019,"6200",1462,103,138,"4490",1730,5,43
"Honda","WR-V VX MT Diesel",755000,2017,"75650",1498,99,200,"3999",1734,5,40
"Maruti Suzuki","Swift DZire VDI",425000,2014,"89000",1248,74,190,"3995",1695,5,42
"Maruti Suzuki","Alto 800 Lxi CNG",390000,2019,"56000",796,47,69,"3395",1490,5,35
"Hyundai","Verna 1.6 CRDI SX",855000,2017,"57000",1582,126,260,"4375",1700,5,43
"Hyundai","Eon Era +",225000,2012,"56000",814,55,75,"3495",1550,5,32
"Audi","A6 35 TDI Matrix",2425000,2016,"60000",1968,190,400,"4933",1874,5,75
"Mahindra","Scorpio S9 2WD 7 STR",1270000,2019,"61805",2179,140,320,"4456",1820,7,60
"Maruti Suzuki","Wagon R LXI CNG (O)",325000,2014,"58000",998,58,77,"3599",1495,5,35
"Tata","Nexon XM",750000,2019,"33000",1198,108,170,"3994",1811,5,44
"Maruti Suzuki","Celerio ZXi AMT [2019-2020]",450000,2014,"48000",998,67,90,"3695",1600,5,35
"MG","Hector Sharp 2.0 Diesel [2019-2020]",1710000,2020,"12400",1956,169,350,"4655",1835,5,60
"Hyundai","Creta 1.6 SX (O)",871000,2015,"64000",1582,126,265,"4270",1780,5,60
"Maruti Suzuki","Wagon R LXI CNG (O)",625000,2021,"18000",998,58,77,"3599",1495,5,35
"Mahindra","KUV100 K6 D 6 STR [2016-2017]",495000,2016,"53376",1198,77,190,"3675",1715,6,35
"Honda","City V Diesel",600000,2016,"70000",1498,99,200,"4440",1695,5,40
"Hyundai","Verna Fluidic 1.6 CRDi SX",595000,2014,"65123",1582,126,260,"4370",1700,5,43
"Honda","Amaze 1.2 S i-VTEC",425000,2014,"58600",1198,87,109,"3990",1680,5,35
"Hyundai","Venue SX (O) 1.0 Turbo iMT",1050000,2021,"7500",998,118,172,"3995",1770,5,45
"Hyundai","Creta SX 1.6 CRDi",1299000,2019,"39000",1582,126,260,"4270",1780,5,55
"Maruti Suzuki","XL6 Zeta MT Petrol",994999,2019,"27900",1462,103,138,"4445",1775,6,45
"Maruti Suzuki","Ertiga VXI CNG",1025000,2019,"42000",1373,94,130,"4296",1695,7,45
"Renault","Kwid 1.0 RXT [2016-2019]",265000,2016,"122000",999,67,91,"3679",1579,5,28
"Maruti Suzuki","Baleno Sigma 1.2",475000,2015,"48000",1197,83,115,"3995",1745,5,37
"Hyundai","Elite i20 Sportz 1.2 (O)",660000,2018,"9000",1197,82,115,"3985",1734,5,45
"Renault","Kwid 1.0 RXT AMT Opt",490000,2019,"32000",999,67,91,"3679",1579,5,28
"Toyota","Innova 2.7 GX AT 7 STR [2016-2020]",1950000,2018,"54000",2694,164,245,"4735",1830,7,65
"Nissan","Sunny XL",315000,2012,"57000",1498,98,134,"4425",1695,5,41
"Mercedes-Benz","GLE 250 d",4190000,2017,"90000",2143,201,500,"4819",2141,5,93
"Honda","Brio S MT",341000,2016,"49000",1198,87,109,"3610",1680,5,35
"Maruti Suzuki","Vitara Brezza ZDi Plus",950000,2018,"71000",1248,89,200,"3995",1790,5,48
"Maruti Suzuki","Swift VXi",409999,2014,"20000",1197,85,114,"3850",1695,5,42
"Maruti Suzuki","Ciaz Zeta 1.3 Hybrid",1050000,2021,"5000",1248,89,200,"4490",1730,5,43
"Maruti Suzuki","Swift VXi",365000,2013,"68000",1197,85,114,"3850",1695,5,42
"Mercedes-Benz","CLA 200 D Urban Sport",3100000,2019,"17000",2143,136,300,"4630",1777,5,56
"Mahindra","Thar LX 4-STR Hard Top Diesel AT",1875000,2022,"15000",2184,130,300,"3985",1820,4,57
"Land Rover","Discovery Sport HSE Petrol 7-Seater",5100000,2019,"24444",1999,236,340,"4600",2069,7,65
"Ford","Ecosport Titanium 1.5 TDCi",595000,2015,"43000",1498,89,204,"3999",1765,5,52
"Mercedes-Benz","E-Class E 220d Exclusive [2019-2019]",5200000,2020,"18000",1950,192,400,"5063",1860,5,80
"Land Rover","Range Rover Sport SDV6 SE",6000000,2014,"82000",2993,289,600,"4879",2073,5,77
"Mercedes-Benz","GLE 250 d",5775000,2019,"57000",2143,201,500,"4819",2141,5,93
"Mercedes-Benz","C-Class C200 Progressive",4975000,2021,"2610",1991,201,300,"4686",1810,5,66
"Maruti Suzuki","Ciaz VDi+ SHVS",650000,2017,"92000",1248,89,200,"4490",1730,5,43
"Maruti Suzuki","Ignis Zeta 1.2 AMT",521000,2017,"40879",1197,82,113,"3700",1690,5,32
"Ford","Ecosport Titanium 1.5L TDCi",570000,2016,"80000",1498,99,205,"3999",1765,5,52
"Mercedes-Benz","GLC 220d 4MATIC Progressive",8100000,2022,"5500",1950,192,400,"4658",1890,5,66
"Renault","Kwid 1.0 RXT [2016-2019]",299000,2018,"19000",999,67,91,"3679",1579,5,28
"Skoda","Rapid Ambition 1.6 TDI CR MT",350000,2012,"130000",1598,105,250,"4386",1699,5,55
"Maruti Suzuki","Swift DZire VDI",575000,2017,"35000",1248,74,190,"3995",1695,5,42
"Honda","Brio VX AT",335000,2013,"64418",1198,87,109,"3610",1680,5,35
"Hyundai","Grand i10 Sportz 1.2 Kappa VTVT [2016-2017]",480000,2019,"10265",1197,81,114,"3765",1660,5,43
"Maruti Suzuki","Wagon R LXi 1.0 CNG",675000,2021,"15000",998,58,78,"3655",1620,5,60
"Ford","Fiesta Titanium Diesel",350000,2012,"85000",1498,89,204,"4320",1764,5,40
"Mercedes-Benz","GLA 200 d Style",2500000,2018,"90000",2143,134,300,"4424",1804,5,50
"Maruti Suzuki","Wagon R LXI CNG",400000,2017,"43000",998,58,77,"3599",1495,5,35
"Toyota","Fortuner 2.8 4x4 AT [2016-2020]",2750000,2017,"219000",2755,174,450,"4795",1855,7,80
"Maruti Suzuki","Vitara Brezza ZDi Plus",790000,2017,"50000",1248,89,200,"3995",1790,5,48
"Maruti Suzuki","Alto 800 Std",180000,2014,"48000",796,47,69,"3395",1490,5,35
"Hyundai","Xcent SX 1.1 CRDi",551000,2019,"39000",1120,71,160,"3995",1660,5,43
"Maruti Suzuki","Vitara Brezza VDi",860000,2018,"33030",1248,89,200,"3995",1790,5,48
"Honda","City 1.5 E MT",375000,2013,"86000",1497,116,146,"4440",1695,5,42
"Maruti Suzuki","Ciaz Alpha 1.4 AT",725000,2017,"55000",1373,91,130,"4490",1730,5,43
"Hyundai","Grand i10 Sportz 1.2 Kappa VTVT [2016-2017]",400000,2017,"35000",1197,81,114,"3765",1660,5,43
"Jeep","Compass Limited (O) 1.4 Petrol DCT",2275000,2022,"2000",1368,161,250,"4405",1818,5,60
"Jeep","Compass Limited 2.0 Diesel [2017-2020]",1250000,2018,"90000",1956,171,350,"4395",1818,5,60
"Honda","City 1.5 S MT",499000,2012,"96506",1497,116,146,"4440",1695,5,42
"Volkswagen","Vento Highline Petrol AT",399000,2014,"88000",1598,103,153,"4384",1699,5,55
"Maruti Suzuki","Swift DZire VXI",450000,2015,"52000",1197,85,114,"3995",1695,5,42
"Maruti Suzuki","Celerio VXi AMT",409999,2015,"54443",998,67,90,"3600",1600,5,35
"Mercedes-Benz","E-Class E 220d Exclusive [2019-2019]",6100000,2020,"9500",1950,192,400,"5063",1860,5,80
"Audi","A4 30 TFSI Technology Pack",3000000,2017,"42000",1395,148,250,"4726",1842,5,54
"Datsun","Redigo T(O) 1.0",250000,2018,"25000",999,67,91,"3429",1560,5,28
"BMW","X3 xDrive 20d Luxury Line [2018-2020]",6200000,2021,"39000",1995,190,400,"4657",1881,5,67
"Maruti Suzuki","Swift VDi",590000,2014,"86000",1248,74,190,"3850",1695,5,42
"MINI","Countryman Cooper D",1300000,2013,"50300",1995,112,270,"4097",1789,5,47
"Mahindra","XUV500 W11 (O) AT",1639999,2018,"43000",2179,153,360,"4585",1890,7,70
"Mahindra","XUV500 W8",740000,2013,"83555",2179,140,330,"4585",1890,7,70
"Ford","Ecosport Titanium 1.5 TDCi",530000,2013,"75000",1498,89,204,"3999",1765,5,52
"Hyundai","Creta SX (O) 1.5 Diesel Automatic",1989999,2022,"5800",1493,113,250,"4300",1790,5,50
"Toyota","Fortuner 2.8 4x2 MT [2016-2020]",3250000,2018,"173000",2755,174,420,"4795",1855,7,80
"Kia","Seltos GTX Plus AT 1.4 [2019-2020]",1975000,2021,"7000",1353,138,242,"4315",1800,5,50
"Mahindra","XUV500 W10 AWD",735000,2015,"121000",2179,138,330,"4585",1890,7,70
"Tata","Safari 2.2 EX 4x2",425000,2013,"96000",2179,138,320,"4655",1965,7,55
"Toyota","Etios Liva G",315000,2011,"38091",1197,80,104,"3775",1695,5,45
"Hyundai","Eon Sportz",275000,2013,"34000",814,55,75,"3495",1550,5,32
"Honda","City SV Diesel",750000,2018,"75000",1498,99,200,"4440",1695,5,40
"Toyota","Etios VXD",465000,2014,"82000",1364,67,170,"4265",1695,5,45
"Kia","Sonet GTX Plus 1.0 iMT [2020-2021]",1325000,2021,"20000",998,118,172,"3995",1790,5,45
"Maruti Suzuki","Swift DZire VDI",175000,2008,"65000",1248,74,190,"3995",1695,5,42
"Mercedes-Benz","E-Class E200",950000,2011,"65000",1991,184,300,"4879",1854,5,80
"Maruti Suzuki","Swift DZire VDI",275000,2011,"65000",1248,74,190,"3995",1695,5,42
"Honda","City V",730000,2016,"51834",1497,117,145,"4440",1695,5,40
"Jeep","Compass Limited 1.4 Petrol AT [2017-2020]",1495000,2018,"28000",1368,160,250,"4395",1818,5,60
"Mercedes-Benz","B-class B180",1150000,2014,"39000",1595,120,200,"4359",2010,5,50
"Honda","City SV CVT",590000,2015,"116592",1497,117,145,"4440",1695,5,40
"Mercedes-Benz","C-Class C 220 CDI Avantgarde",2450000,2014,"80000",2143,168,400,"4686",1810,5,66
"Chevrolet","Sail Sedan 1.2 LS",299000,2014,"32000",1199,85,113,"4249",1690,5,42
"Mercedes-Benz","C-Class C 220 CDI Avantgarde",2850000,2016,"21200",2143,168,400,"4686",1810,5,66
"Mahindra","XUV700 AX 7 Petrol AT Luxury Pack 7 STR",2765000,2022,"75",1997,197,380,"4695",1890,7,60
"Maruti Suzuki","Wagon R LXI CNG (O)",365000,2014,"75693",998,58,77,"3599",1495,5,35
"Maruti Suzuki","Vitara Brezza ZDi",850000,2018,"85000",1248,89,200,"3995",1790,5,48
"Honda","City V",480000,2015,"49000",1497,117,145,"4440",1695,5,40
"Hyundai","Grand i10 Asta 1.1 CRDi [2013-2016]",345000,2016,"71000",1120,70,160,"3765",1660,5,43
"Mercedes-Benz","GLS 400 4MATIC",5950000,2017,"80000",2996,329,480,"5130",1934,5,100
"Hyundai","Creta SX Plus 1.6  Petrol",891000,2016,"47000",1591,122,154,"4270",1780,5,60
"Maruti Suzuki","Vitara Brezza VXi",925000,2021,"48000",1462,103,138,"3995",1790,5,48
"Maruti Suzuki","Ritz Vxi (ABS) BS-IV",245000,2014,"79000",1197,85,113,"3775",1680,5,43
"Mahindra","XUV500 W8 [2015-2017]",850000,2016,"90300",2179,138,330,"4585",1890,7,70
"Hyundai","Eon D-Lite +",275000,2014,"83000",814,55,75,"3495",1550,5,32
"Ford","Figo Duratec Petrol ZXI 1.2",240000,2013,"73000",1196,70,102,"3795",1680,5,45
"BMW","5-Series 520d Luxury Line [2017-2019]",4290000,2018,"60474",1995,188,400,"4936",1868,5,65
